product_name,categories,ingredients_text,countries_en,category_label
Pom Passion,Jus multifruits,"Jus de pomme bio, jus de passion bio.",France,1055
Graines De Pavot Bleu,"Graines,Graines de pavot",graines de pavot issues de l'agriculture biologique.,France,887
Goji,Baies de Goji,Baies de goji. Contient des sulfites.,France,178
Huile vierge de coco,Huiles de coco,Huile vierge de noix de coco bio.,France,1006
Quinoa royal de Bolivie,Quinoa,quinoa issu de l'agriculture biologique.,France,1706
Ras El Hanout ,"Epicerie,Epices,Ras El Hanout","cumin, gingembre, poivre, Fenugrec, piment doux, badiane, girofle, cardamone",France,676
Origan,Epicerie,Origan,Belgium,653
Pignon de Pin,Pignons de pin,pignon.,France,1374
Gingembre morceaux,Gingembre,"Sucre, gingembre morceaux, antioxydant, conservateur E223.",France,866
Fraise Ananas,Fraises,Fraise Ananas,France,765
Tomates cerises,Tomates cerises,tomates cerises,France,1993
Pommes de terre Rooster,Pommes de terre,Pommes de terre Rooster.,France,1634
Foie de morue au naturel,"Conserves de poisson,Morues,Foie de morue",Foie de morue,France,524
Dilo,eau de source,Eau de source naturelle,French Guiana,2215
haricots mange tout,Haricots,haricots mange tout,France,945
Banane Freycinette,Bananes,Banane Freycinette.,France,186
Noix de coco bio,Noix de coco,Noix de coco,France,1291
Pur Jus Pommes-Poires Bio,"Jus de pommes,Jus de poires","pommes bio, poires bio",France,1050
Mini carottes fane,Carottes,Mini carotte fane,France,386
Mini Carotte,Carottes,Mini carotte,France,386
Mini Courgette,Courgettes,Mini courgette,France,548
Mini Concombre,Concombres,Mini concombre,France,505
Brocoli,Brocolis,Brocoli,France,321
Citronnelle,"Citronelles,Herbes aromatiques",Citronnelle,France,475
La Carotte des Hautes Landes de Gascogne,Carottes,Carotte,France,386
Coriandre Alameda,"Epicerie,Epices,Herbes,Coriandre",Coriandre.,France,672
Cannelle,"Epicerie,Epices,Cannelle",Cannelle en poudre.,France,667
Wakame,"Condiment,Algue",Algue wakame,France,508
Yaourt fermier,"Produits laitiers,Yaourts",lait entier,France,1690
Rillettes de canard artisanales nature,"Rillettes de canard,Rillettes artisanales","Viande de canard, graisse, sel, poivre",France,1738
Vinaigre de cidre,"Vinaigres,Vinaigres de cidre",Vinaigre de cidre.,France,2081
Kiwi Hayward,Kiwi,Kiwi Hayward,France,1067
Estragon,"Estragon,Herbes",Estragon,France,706
Riz rouge bio,Riz de Camargue,Riz de Camargue rouge complet issu de l'agriculture biologique.,France,1750
Riz noir bio,Riz de Camargue,Riz de Camargue noir complet issu de l'agriculture biologique.,France,1750
Lentilles noires bio,Lentilles noires,Lentilles noires bio.,France,1120
Endives bio,Endives,Endives.,France,644
6 jeunes pousses d'endives,Endives,Endives,France,644
Framboise,Framboises,Framboises.,France,766
Framboise,Framboises,Framboise,France,766
Prosciutto di Parma DOP,"Viandes,Charcuteries,Jambons,Jambons crus,Jambons secs,Jambons de Parme","Jambon de porc, sel.",France,2046
Miel d'Acacia,"Miels d'acacia,Miels liquides",Miel d'acacia,France,1203
Fraise Clery Cat. 1,Fraises,Fraise Clery Cat. 1,France,765
Framboise,Framboises,Framboises,France,766
Marrons cuits bio,"Marrons,Marrons cuits,Fruits","Marrons bio, eau",France,1164
Sucre de palme,Sucres,sucre de palme biologique complet et artisanal du Camboge,France,1908
Piment d'Espelette A.O.P.,"Epicerie,Epices,Piments,Piments d'Espelette",Piment d'Espelette,France,674
Fraises Gariguettes,Fraises,Fraises.,France,765
Abricot bio,Abricots,Abricot,France,7
Vinaigre De Cidre,Vinaigres de cidre,Vinaigre de cidre biologique.,France,2080
Melon,Melons,melon,France,1193
Parole d'homme,Vins rouges,Vin,France,2094
6 gros oeufs plein air,Oeufs de poules,Gros oeufs plein air,France,1301
Pavot,"Epices,Graines de pavot",Pavot,France,687
Origan,Origan,Origan,France,1327
Piment d'Espelette,Piments d'Espelette,piment d'Espelette.,France,1377
Oeufs fermier,Oeufs,Oeufs fermier calibre gros,France,1298
Les Z'Oeufs de Caille,Oeufs de cailles,18 oeufs de caille,France,1300
Oeufs,"Oeufs,Oeufs de cage",Oeufs,France,1305
MIEL EXTRAIT DE MANAKARA,MIEL,miel pur,Madagascar,1139
POK POK AU SIROP,Fruits en conserve,"Pok Pok, eau, sucre",Madagascar,836
MIEL EXTRAIT DE MANAKARA,Miel,Miel pur,Madagascar,1197
Farine de Riz,Farines de riz,Farine de riz,France,714
Graines de courge des plaines du Danube,fruits secs,graines de courge,France,2247
Pomme de table,Pommes,Pommes bicolores calibre 115 -155,France,1632
Huile Olive Paliga,Huile olive vierge extra,Olives ,France,998
Liqueur Citron Limonello La Mentonnaise,"Liqueurs,Liqueurs de Citron","Eau, alcool, sucre, infusion de citrons.",France,1131
Huile d'olive vierge extra,Huiles d'olives vierges extra,Huile d'olive.,France,1003
Seguret,Vins rouges,sulfites,France,2094
Framboises,Framboises,Framboises.,France,766
Confiture Rhubarbe,Confitures de rhubarbe,"Rhubarbes, sucre, pectine de fruits.",France,518
Blanc de poireau,Poireaux,Blanc de poireau.,France,1588
Kumquats,Kumquats,Kumquats,France,1076
Butternut,"Courges Butternut,Courges",Courge Butternut,France,547
Yaourt Bio Fermier Nature,"Produits laitiers,Yaourts,Yaourts natures,Yaourt bio,Yarouts fermiers","lait entier, ferments lactiques",France,1691
Pommes Golden,"Pommes,Pommes Golden",Pommes Golden,France,1638
Jus de Pomme des Vergers de Mespleaux,Jus de pommes pur jus,Jus de pommes,France,1049
Fleur de Sel,Fleurs de sel,Sel de Mer.,France,747
Girolles,Girolles,Girolles.,France,872
Thym,"Plant-based foods and beverages,Plant-based foods,Groceries,Condiments,Culinary plants,Aromatic plants,Aromatic herbs,Thyme",Thym,France,1555
Lentilles Beluga de la Brie,Lentilles noires,Lentille noire Beluga,France,1120
Lentilles noires Beluga,Lentilles noires,Lentilles noires Beluga,France,1120
Olives de Nice AOP,"Olives de Nice,Olives","olives de Nice, eau, sel marin",France,1312
Pommes,"pommes Golden,pommes",pommes de table golden delicious,France,2311
Confiture de Lait Normande,Confitures de lait,"Lait frais, sucre.",France,516
Pollen de fleurs,"Produits de la ruche,Pollens",Pollen de fleurs,France,1686
Miel de Garrigue BIO,Miel,Miel de Garrigue bio,France,1197
Abricots blancs,Abricots,Abricots,France,7
Vin rouge 2013,"Beverages,Alcoholic beverages,Wines,Red wines",sulfite,France,233
Miel fleurs,Miels de fleurs,Miel de fleurs.,France,1211
Oignons jaunes bio,Oignons,Oignons,France,1307
Choux de Bruxelles,Choux de Bruxelles,Choux de Bruxelles,France,465
Roquette,Rucola,roquette,France,1780
Cranberries,"Canneberges,Fruits secs","Cranberries, sucre de canne, huile de tournesol",France,351
Force,"Beverages,Non-sugared beverages,Juices and nectars","Pomme, citron, betterave, gingembre",France,254
Lentillons du Perche,Lentillons,lentillons du Perche issus de l'agriculture biologique.,France,1122
Curcuma de Madagascar moulu,Curcuma,Curcuma moulu.,France,561
Miel d'acacia ,Miels d'acacia,Miel d'acacia.,France,1201
Longessaigne 2011,"Vins rouges,Beaujolais",Sulfites,France,2095
Goji berries,Baies de Goji,Baies de Goji.,France,178
Huile De Coco Vierge Bio,Huiles de coco,Huile de coco vierge produit de l'agriculture biologique.,France,1006
Lait fermier,"Dairies,Milks",Lait fermier,France,586
Miel de Fleurs,"Miels de fleurs,Miels d'Alsace,Miels liquides",Miel de fleurs.,France,1212
Miel de lavande,"Spreads,Breakfasts,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,Honeys from France,Lavender Honey",miel,France,1884
Oeufs,Oeufs plein air,Oeufs,France,1303
Miel Toutes Fleurs de Printemps,"Miels de Printemps,Miels de fleurs",Miel toutes fleurs de printemps,France,1209
Erdbeeren Klasse 1,Erdbeeren,Erdbeeren,Germany,690
Kulturchampignons,Champignon mushrooms,Weissen kulturchampignons,Germany,420
Haricot Helda,"Haricots Helda,Haricots",Haricot Helda Cat I Origine Espagne.,France,946
Ananas,"Ananas,Fruits",Ananas ,France,125
Brombeeren Premium,Frozen blackberries,Brombeeren,Germany,821
Leinsamen geschrotet,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Flax seeds",Leinsamen geschrotet.,Germany,1445
Red Kidney Bohnen,Red kidney beans,Redkidneybohnen,Germany,1720
Kaiser-Natron,Backpulver,Natriumhydrogencarbonat,Germany,177
Weizenmehl Type 1050,Weizenmehle Type 1050,Weizenmehl Type 1050,Germany,2114
Weizenmehl Type 405,Weizenmehle Type 405,Weizen,Germany,2115
Green Power,Wodkas,"Wodka, Farbstoff",Germany,2133
Hefe,Yeast,"Trockenbackhefe, Emulgator E 491.",Germany,2136
Bitter-Mandel Aroma,Aroma,Bitter-Mandel Aroma,Germany,142
Milchzucker,"Zucker,Milchzucker",Milchzucker,Germany,2149
Land Kaffee ohne Koffein,malzkaffee,"Roggen, Malz, Gerste, Zichorie",Germany,2281
Lombarda,"Viandes,Charcuteries,Saucissons,Saucissons secs","Viande de porc, sel marin, sucre, poivre, ail, noix de muscade.",France,2050
Leinsamen ganz,Leinsaat,Leinsamen ganz,Germany,1110
Kamille mild-aromatisch,Tees,Kamille,Germany,1968
Rooibos-Vanille,Roobios teas,"Rooibos, Aroma.",Germany,1769
Meersalz mit Jod,"Groceries,Condiments,Salze,Meersalze","Meersalz, Kaliumjodat, Trennmittel Natriumferrocyanid.",Germany,910
Birnenwein,Weine,Birnenwein,Germany,2113
hohes C Orange,Orangensaft,Orangensaft,Germany,1321
hohes C Orange,Orangensaft,Orangensaft aus Orangensaftkonzentrat,Germany,1321
Erdinger Dunkel,Beers from Germany,Wheat beer,United Kingdom,206
Latte Parzialmente Scremato,latte,latte,Italy,2278
Kapern,Pickled capers,"Kapern, Wasser, Branntweinessig, Speisesalz.",Germany,1372
Pousses de bambou,"Pousses en conserve,Pousses de Bambou en conserve","Pousses de bambou, eau.",France,1664
Joghurt,Joghurt,Sahnejoghurt,Germany,1031
Privat Premium,"Beverages,Alcoholic beverages,Beers,Lagers","eau, malt d'orge, extrait de houblon ",France,221
Bauernbrot-Mehl,Weizenmehle Type 812,Weizenmehl Type 812,Germany,2117
Zimt gemahlen,"Zimt gemahlen,Zimt,Zimtpulver",Zimt gemahlen,Germany,2143
Zimtstangen,Zimt,Zimtstangen,Germany,2142
Echte Bourbon-Vanille,Vanille,Bourbon-Vanilleschote,"France,Germany",2012
Unsere Hefe,"Lebensmittelzusatzstoff,Backhefe",Trockenbackhefe.,Germany,1103
Merlot 2015,"Beverages,Alcoholic beverages,Wines,Red wines",Rotwein Merlot,Germany,233
Cabernet-Sauvignon,"Beverages,Alcoholic beverages,Wines,French wines,Red wines",Cabernet Sauvignon,Germany,231
Haltbare fettarme Milch,"Dairies,Milch,Teilentrahmte Milch,H-Milch",Fettarme H-Milch,Germany,580
Mein Aventinus Barrique,Beer,"Water, wheat malt, barley malt, hops, yeast",Belgium,204
The legendary Duff Beer,"Beverages,Alcoholic beverages,Beers,Lagers","eau, malt d'orge, houblon, extrait de houblon",France,221
Orangensaft,Orangensaft,Orangensaft aus Orangensaftkonzentrat,Germany,1321
Vegan Extra,Dietary supplements,"Apfelsaft, Mangomark, Ananassaft, Vitamin D3, Vitamin B12.",Germany,612
Traubensaft,Traubensaft,"Direktsaft aus ca. 1,3 kg Trauben",Germany,2002
Apfelsaft aus Apfelsaftkonzentrat,Apfelsaft,Apfelsaft aus Apfelsaftkonzentrat,Germany,133
Pflaumen,"Pflaumen,Canned fruits in water","Pflaumen, Trinkwasser, Zucker, GIucose-Fructosesirup",Germany,1368
Dinkel wie Reis,Dinkel,Dinkel,Germany,615
Vollkorn Spirelli,Nudeln,Hartweizenvollkornmehl,Germany,1295
Zitronensaft,Zitronensaft,Zitronensaft,Germany,2144
Hirse aus vollem Korn,Hirse,Hirse,Germany,982
Sojasauce Shoyu,Sojasaucen,"Wasser, Sojabohnen, Meersalz, Weizen",Germany,1873
Hefe,"Food additives,Baker's yeast",Frischhefe getrocknet,Germany,755
Eier aus Bodenhaltung,"Farming products,Vogeleier,Eier,Eier aus Bodenhaltung,Frische Eier",Eier,Germany,724
10 frische Eier aus Bodenhaltung,"Farming products,Vogeleier,Eier,Eier aus Bodenhaltung,Frische Eier",Eier,Germany,724
12 frische Eier aus Freilandhaltung,"Eier aus Freilandhaltung,Frische Eier",12 frische Eier aus Freilandhaltung,Germany,641
Eier,"Farming products,Vogeleier,Eier,Eier aus Freilandhaltung,Frische Eier",Eier Gewichtsklasse L,Germany,725
Speisezwiebeln,Zwiebeln,Speisezwiebeln,Germany,2156
Poudre de caroube,Poudres de caroube,poudre de caroube.,France,1654
Sucre de canne complet Rapadura,Sucres complets,"Sucre de canne complet Rapadura, issu de l'agriculture biologique",France,1913
Rote Kidney Bohnen,Red kidney beans,"Rote Kidney Bohnen, Wasser, Meersalz",Germany,1720
Milch Reis,Reise,Rundkorn Reis,Germany,1727
Ideal Reis,Reis,Langkorn Parboiled Reis,Germany,1726
Orange Pekoe Tea,Schwarztees,Schwarztee,Germany,1839
Freiland-Eier,Frische Eier,Frische Eier,Germany,808
Bio Eier,Frische Eier,6 frische Eier,Germany,808
Farina Speciale per Pizza,"Weizenmehle,Weizenmehle Tipo 00",Weizenmehl,Germany,2118
haltbare fettarme Alpen Milch,"fettarme Milch,H-Milch",Haltbare fettarme Milch,Germany,2222
TOP MARE Forellen-Filets,"Seafood,Fishes,Smoked fishes","Forellenfilets, Speisesalz, Edelholzrauch",Germany,1845
Fein Zucker,"Sweeteners,Zucker",Zucker,Germany,1954
Puder Zucker,"Sweeteners,Zucker,Puderzucker",Puderzucker,Germany,1956
Brauner Zucker,Braune Zucker,"Zucker, Zuckerrohrsirup",Germany,308
Rinder-Hackfleisch,Fresh ground meat preparations,Rinder-Hackfleisch zum Braten,Germany,798
Rinder-Hackfleisch,Fresh ground meat preparations,Rinder-Hackfleisch zum Braten,Germany,798
Joghurt mild,"Milchprodukte,Joghurt",Joghurt mild,Germany,1236
Birnensaft,Pear juices,Birnensaft,Germany,1352
10 frische Eier aus Bodenhaltung,"Frische Eier,Eier aus Bodenhaltung",frische Eier aus Bodenhaltung,Germany,809
6 frische Eier aus Bodenhaltung,"Farming products,Vogeleier,Eier,Frische Eier,Eier aus Bodenhaltung",frische Eier aus Bodenhaltung,Germany,726
10 Frische Eier aus Freilandhaltung,"Farming products,Vogeleier,Eier,Eier aus Freilandhaltung,Frische Eier",Frische Eier aus Freilandhaltung,Germany,725
Dornfelder,"Roteweine,Rheinhessen",Dornfelder Rotwein,Germany,1778
Tempranillo,"Roteweine,Spanische Weine",Tempranillo Rotwein,Germany,1779
Cashewkerne,Cashew nuts,Cashewkerne,Germany,391
Tomaten passiert,Passierte Tomaten,"Passierte Tomaten, Salz",Germany,1344
Tomaten passiert,Passierte Tomaten,"Tomaten, Salz",Germany,1344
Tomaten passiert,Passierte Tomaten,"Passierte Tomaten, Salz.",Germany,1344
Tomatenmark,Tomatenmark,Tomatenmark,Germany,1988
Crema d'Oro Intensa,"Beverages,Hot beverages,Coffees,Coffee capsules,Non-sugared beverages,Senseo-compatible coffee capsules","Dallmayr Kaffee gemahlen, in Kaffeepads",Germany,251
Crema d'oro intensa,Kaffees in Pads,Dallmayr Kaffee gemahlen in Kaffeepads,Germany,1057
Sonnenblumenkerne,Sonnenblumenkerne,Sonnenblumenkerne,Germany,1875
Sonnenblumenkerne,Sonnenblumenkerne,Sonnenblumenkerne,Germany,1875
Cashewkerne,Cashew nuts,Cashewkerne,Germany,391
Pinienkerne,Pine nuts,Pinienkerne,Germany,1387
Raisins secs noirs,Raisins secs,"raisins secs, huile de tournesol ","France,Switzerland",1712
Aprikosen ungeschwefelt,Getrocknete Aprikosen,Aprikosen,"Germany,Switzerland",863
"Mandeln blanchiert, gemahlen",Mandeln,"Mandeln blanchiert, gemahlen",Germany,1152
Frische Buttermilch,Buttermilch,Buttermilch,Germany,331
Bio Rahm-Joghurt mild,Joghurt,Rahmjoghurt,Germany,1031
Bio fettarmer Joghurt mild,Joghurt,Fettarmer Bio-Joghurt mild,Germany,1031
Bio Joghurt mild,Joghurt,Bio-Joghurt,Germany,1031
Bio Speisequark Magerstufe,Magerquark,Bio Speisequark Magerstufe,Germany,1147
Bio Schlagsahne,"Schlagsahne,Milchprodukte",Schlagsahne,Germany,1834
Bio Saure Sahne,Saure Sahne,Saure Sahne,Germany,1831
Bio Schmand,Schmand,Schmand,Germany,1835
Bio ABC Jogurt,"Milchprodukte,Joghurt,Plain yogurts",Bio-Joghurt mild,"France,Germany",1238
Traubensaft,Traubensaft,Traubensaft,Germany,2002
Haricots blancs,Haricots blancs en conserve,"Haricots blancs, eau, sel.",France,950
Kristallsalz,Steinsalze,Kristallsalz,Germany,1893
Englische Schwarzteemischung,Tea,Schwarzteemischung,Germany,1964
Hageebutte,Tea,"Hagebutten, Hibiskus",Germany,1964
H-Vollmilch,"Vollmilch,H-Milch",H-Vollmilch,Germany,2106
Sonnenblumenkerne,Sonnenblumenkerne,Sonnenblumenkerne,Germany,1875
Airwaves cool cassis,Chewing-gum sans sucres,E 171,Luxembourg,439
Kichererbsen,Kichererbsen,Kichererbsen,Germany,1063
Coco Drink Natur,Kokosmilch,Kokoswasser,Germany,1074
Amaranth,Amaranth,Amaranth,Germany,119
Basmati Reis Vollkorn,Reis,Basmatireis,Germany,1726
dm Bio Buchweizen,Buckwheat,Buchweizen,Germany,326
Zitronensaft,Zitronensaft,Zitronensaft,Germany,2144
Schwarzer Johannisbeersaft,Fruchtsaft,Schwarzer Johannisbeersaft,Germany,827
Hafer Flocken Feinblatt,Haferflocken,Hafervollkornflocken.,Germany,942
H-Vollmilch,"Vollmilch,H-Milch",Milch,Germany,2106
Vollrohrzucker,"Sweeteners,Zucker,Rohrzucker,Vollrohrzucker",Vollrohrzucker aus biologischer Landwirtschaft,Germany,1957
Wildlachs,"Saumon,Saumon sauvage","Wildlachs, Speisesalz, Zucker, Buchenholzrauch",Germany,1830
Eisbergsalat Klasse I,"Fresh vegetables,Leaf salads",Eisbergsalat,Germany,805
Zimt Ceylon gemahlen,Cinnamon powder,Zimt Ceylon,Germany,474
Kamille,Tees,Kamille,Germany,1968
Haferflocken Kleinblatt,Haferflocken,Bioland Hafer,Germany,942
Pinienkerne,Pine nuts,Pinienkerne,Germany,1387
Dinkelkern,Dinkel,Dinkelkern,Germany,615
Linsen,Lentils,Linsen,Germany,1123
Bio Naturreis,Reis,Naturreis,Germany,1726
Keller-Bier,Beers from Stralsund,"Brauwasser, Gerstenmalz, Hopfen, Hefe,",Germany,207
Eier,Frische Eier,Eier,Germany,808
Skyr Icelandic Style Yoghurt,Dairy,Milk,United Kingdom,602
Magerquark,Magerquark,Speisequark Magerstufe,Germany,1147
Amarante,Amarante,Graines d'amarante ,"France,Germany",118
Junge Erbsen,Erbsen,Junge Erbsen,Germany,689
Frische Vollmilch,"Dairies,Milch,Vollmilch,Traditionell hergestellte Frischmilch,Nicht homogenisierte Milch",Frische Vollmilch,Germany,583
